X,Y,GISPROPNUM,LOCATION,WATERFRONT,SIGNNAME,BOROUGH,COMFORTSTA,TYPECATEGO,EAPPLY,SHAPE_area,SHAPE_len,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
990497.341775756329298,203549.84536933308118,M312,E. 9. St. and Ave. C,N,9th St Community Garden Park,M,N-CONFSTA-PARK,Garden,9th St Community Garden Park,21057.44511800000,654.49857370600,10009,B5,G6350,S
989606.499051693128422,202992.252964876795886,M313,"E. 5 St. and E. 6 St., Ave. B and Ave. C",N,6BC Botanical Garden,M,N-CONFSTA-PARK,Garden,6BC Botanical Garden,7749.25111208000,355.53079156700,10009,B5,G6350,S
989554.940047491108999,202906.322576836420922,M313A,E. 5 St. at Ave. C,N,5th St Slope Garden,M,N-CONFSTA-PARK,Garden,5th St Slope Garden,4172.91575205000,282.43830865700,10009,B5,G6350,S
988815.902432950097136,202558.803148691105889,M314,"E. 3 St., bet.ween Ave. A and Ave. B",N,Miracle Garden,M,N-CONFSTA-PARK,Garden,Miracle Garden,5001.07796314000,308.62107341500,10009,B5,G6350,S
989076.3399089575978,203286.913357898592949,M315,"E. 6 St., bet.ween Ave. A and Ave. B",N,The Creative Little Garden,M,N-CONFSTA-PARK,Garden,The Creative Little Garden,2395.05759085000,245.05341691000,10009,B5,G6350,S
1000052.723578785429709,234239.57494464982301,M316,E. 129 St. bet.ween Lenox Ave. and 5 Ave.,N,Rev. Linnette C Williamson Memorial Park,M,N-CONFSTA-PARK,Garden,Rev. Linette C Williamson Memorial Park,4788.93559530000,513.42332189200,10027,B5,G6350,S
998127.931723462883383,239574.803512282232987,M317,W. 143 St. bet.ween Hamilton Pl. and Broadway,N,Frank White Neighborhood Service Center,M,N-CONFSTA-PARK,Garden,Frank White Neighborhood Service Center,3714.82267623000,280.08385073700,10031,B5,G6350,S
986391.867825374240056,204412.928621394996298,M318,E. 4 St. bet.ween Bowery and Lafayette St.,N,Merchant's House Museum,M,N-CONFSTA-PARK,Historic House Park,Merchant's House Museum,3229.80214213000,312.84409654700,10003,B5,G6350,S
1000223.045141745824367,240314.873094482434681,M319A,Edgecombe Ave. and W. 150 St.,N,Sugar Hill Garden,M,N-CONFSTA-PARK,Garden,Sugar Hill Garden,2986.67602041000,261.00216051300,10031,B5,G6350,S
1000280.880370019352995,240419.165916065743659,M319B,Edgecombe Ave. and W. 150 St.,N,Edgecombe Park,M,N-CONFSTA-PARK,Garden,Edgecombe Park,4874.42529199000,298.42030997000,10031,B5,G6350,S
1032438.091027150047012,244127.427108407719061,X049,Baisley Ave. bet. Hollywood Ave. and Bruckner Blvd.,N,Schneider Sampson Square,X,N-CONFSTA-PARK,Mall,Schneider Sampson Square,9077.84407650000,592.97610673700,10461,B5,G6350,S
940302.685181332170032,133116.62399121854105,R162,Orchard La. S. bet. King St. and Hylan Blvd.,N,Olmsted-Beil House Park,R,N-CONFSTA-PARK,Historic House Park,Olmsted-Beil House Park,68577.17579420000,1035.05186750000,10312,B5,G6350,S
935908.320247479015961,139143.887199314602185,R161,"Annadale Rd. bet. Laredo Ave. and Lamoka Ave., Memphis Ave.",N,Laredo Avenue Parcel,R,N-CONFSTA-PARK,Nature Area,Laredo Avenue Parcel,96863.19727090000,2191.60910333000,10312,B5,G6350,S
961571.093291200115345,172853.583769711229252,R158,Sherman Ave. bet. Fort Pl. and Hendricks Ave.,N,Fort Hill Park,R,N-CONFSTA-PARK,Nature Area,Fort Hill Park,33839.23131660000,918.87407268400,10301,B5,G6350,S
995439.483667855965905,233815.332932725927094,M320,Amsterdam Ave. bet.ween W. 118 St. and W. 119 St.,N,Old Croton Aqueduct Gatehouse,M,N-CONFSTA-PARK,Historic House Park,Old Croton Aqueduct Gatehouse,6857.58786396000,364.03857514300,10027,B5,G6350,S
988955.867116524721496,205011.354204209230375,M321,"E. 12 St., E. 11 St. bet.ween 1 Ave. and Ave. A",N,Open Road Park,M,N-CONFSTA-PARK,Jointly Operated Playground,Open Road Park,36077.56762470000,764.02121561200,10009,B5,G6350,S
1000268.448120323708281,241569.917763451318024,M322,W. 153 St. and St Nicholas Ave.,N,Harris Garden,M,N-CONFSTA-PARK,Garden,Harris Garden,4767.30994297000,347.03152390400,10032,B5,G6350,S
1001870.523254577652551,229966.288221102266107,M323,E. 118 St. bet.ween 1 Ave. and 2 Ave.,N,Diamante Garden,M,N-CONFSTA-PARK,Garden,Diamante Garden,8354.59980082000,367.73944514500,10035,B5,G6350,S
990092.01371885323897,203467.034338591503911,M324,E. 8 St. bet.ween Ave. B and Ave. C,N,Earth People,M,N-CONFSTA-PARK,Garden,Earth People,4818.55932895000,293.98269701400,10009,B5,G6350,S
990168.007669515674934,203520.817818541167071,M325,E. 8. St. bet.ween Ave. B and Ave. C,N,La Plaza Cultural,M,N-CONFSTA-PARK,Garden,La Plaza Cultural,29128.79678070000,1088.29292819000,10009,B5,G6350,S
986500.777395513956435,203105.836903566610999,M326,"E. Houston, bet.ween Bowery and 2 Ave.",N,Liz Christy Garden,M,N-CONFSTA-PARK,Garden,Liz Christy Garden,11633.62864240000,749.46107407300,10003,B5,G6350,S
997656.432011170778424,234903.912841270357603,M328,W. 126 St. bet.ween St Nicholas Ave. and Frederick Douglas Blvd.,N,William B. Washington Memorial Garden,M,N-CONFSTA-PARK,Garden,William B. Washington Memorial Garden,3813.36743837000,252.12392424000,10027,B5,G6350,S
989402.203192728688009,202528.261745601193979,M329,E. 4 St. bet.ween Ave. B and Ave. C,N,Generation X,M,N-CONFSTA-PARK,Garden,Generation X,4738.52443818000,293.73976508700,10009,B5,G6350,S
999815.803010039031506,228965.628404557734029,M330,E. 111 St. bet.ween Lexington Ave. and 3 Ave.,N,Family Community Garden,M,N-CONFSTA-PARK,Garden,Family Community Garden,1890.23037831000,242.89327964600,10029,B5,G6350,S
1000700.860089287627488,230316.100781234359602,M331,E. 117 St. bet.ween Lexington Ave. and 3 Ave.,N,117th St Community Garden,M,N-CONFSTA-PARK,Garden,117th St Community Garden,3557.92736671000,274.99969962700,10035,B5,G6350,S
989694.842280870536342,202501.12293472798774,M332,E. 4 St. and Ave C.,N,The Secret Garden,M,N-CONFSTA-PARK,Garden,The Secret Garden,2209.44348712000,232.03209988500,10009,B5,G6350,S
1001041.433327938662842,240824.009690933657112,M333,Bradhurst Ave. and W. 152 St.,N,Bradhurst Ave Garden,M,N-CONFSTA-PARK,Garden,Bradhurst Ave Garden,4179.84902574000,286.33906766000,10039,B5,G6350,S
989386.178604766493663,202423.747462741390336,M334,E. 3 St. bet.ween Ave. B and Ave. C,N,Brisas Del Caribe,M,N-CONFSTA-PARK,Garden,Brisas Del Caribe,2537.27179645000,249.91325924200,10009,B5,G6350,S
988558.362669307622127,201596.124598942318698,M335,Stanton St. and Clinton St.,N,Community Of Poor People In Action,M,N-CONFSTA-PARK,Garden,Cmty Of Poor People In Action,2779.94639546000,261.43363546600,10002,B5,G6350,S
989865.401215274236165,203578.130193935910938,M336,E. 8 St. bet.ween Ave. B and Ave. C,N,De Colores Community Yard and Cultural Center,M,N-CONFSTA-PARK,Garden,De Colores Cmty Yard and Center,2944.66980286000,226.37896052300,10009,B5,G6350,S
989810.332199064549059,204903.878363489464391,M337,E. 13 St. bet.ween Ave. A and Ave. B,N,Dias Y Flores,M,N-CONFSTA-PARK,Garden,Dias Y Flores,5333.05518190000,313.72218493100,10009,B5,G6350,S
1000797.033948695869185,227822.830615162471076,M338,E. 109 St. bet.ween 1 Ave. and 2 Ave.,N,Neighbors Of Vega Baja,M,N-CONFSTA-PARK,Garden,Neighbors Of Vega Baja,3103.33703051000,264.79001789400,10029,B5,G6350,S
989922.418180102715269,204719.759589566936484,M339,E. 12 St. bet.ween Ave. A and Ave. B,N,El Sol Brilliante Jr,M,N-CONFSTA-PARK,Garden,El Sol Brilliante Jr,2589.81504233000,261.35468814800,10009,B5,G6350,S
1000570.256009367178194,236619.238768206530949,M340,W. 137 St. bet.ween Lenox Ave. and Adam C Powell Blvd.,N,Elizabeth Langley Memorial Garden,M,N-CONFSTA-PARK,Garden,Elizabeth Langley Memorial Garden,4962.39660088000,302.08398030200,10030,B5,G6350,S
996409.995009360834956,232347.677446586312726,M341,W. 116 St. bet.ween Manhattan Ave. and Fred Douglass Blvd.,N,Garden Of Love,M,N-CONFSTA-PARK,Garden,Garden Of Love,3936.57655203000,283.88886535000,10026,B5,G6350,S
990055.335381326498464,204640.264456485310802,M342,Ave. B bet.ween E. 12 St. and E. 13 St.,N,Community Garden Association,M,N-CONFSTA-PARK,Garden,Community Garden Association,1188.25796731000,165.13137326800,10009,B5,G6350,S
990046.174196519190446,204624.06022422463866,M343,Ave. B bet.ween E. 12 St. and E. 13 St.,N,Vamos Sembrar,M,N-CONFSTA-PARK,Garden,Vamos Sembrar,1193.48390026000,165.23207319100,10009,B5,G6350,S
1000995.699860317632556,227593.496120414987672,M344,E. 108 St. bet.ween 1 Ave. and 2 Ave.,N,Humacao Community Garden,M,N-CONFSTA-PARK,Garden,Humacao Community Garden,5065.41756592000,304.92998455500,10029,B5,G6350,S
989051.665078959078528,202371.963845984457294,M345,E. 2 St. bet.ween Ave. B and Ave. C,N,Kenkeleba House,M,N-CONFSTA-PARK,Garden,Kenkeleba House,13681.25217460000,682.97852244000,10009,B5,G6350,S
1001290.754481124109589,231684.818694285844686,M346,Lexington Ave. bet.ween E. 122 St. and E. 123 St.,N,Life Spire Garden,M,N-CONFSTA-PARK,Garden,Life Spire Garden,853.97748330600,154.05669344400,10035,B5,G6350,S
994720.860350033617578,230633.925137063401053,M347,Columbus Ave. and W. 107 St.,N,Mobilization For Change,M,N-CONFSTA-PARK,Garden,Mobilization For Change,2072.41755041000,206.62083249400,10025,B5,G6350,S
1001097.495833050110377,243775.281748417997733,M348,W. 162 St. bet.ween Amsterdam Ave. and Edgecombe Ave.,N,Morris-Jumel Ecological Education Garden,M,N-CONFSTA-PARK,Garden,Morris-Jumel Ecological Education Garden,4340.28357019000,304.46772569400,10032,B5,G6350,S
998790.576244486146607,233169.345769098668825,M349,W. 123 St. bet.ween Lenox Ave. and Adam C Powell Blvd.,N,New 123rd St Block Association Garden,M,Y-CONFSTA-ZONE,Garden,New 123rd St Block Association Garden,6117.76968607000,325.08145936000,10027,B5,G6350,S
989245.398895617807284,202196.993791847431567,M350,E. 2 St. bet.ween Ave. B and Ave. C,N,Peachtree Garden,M,N-CONFSTA-PARK,Garden,Peachtree Garden,5346.96863607000,315.66834887200,10009,B5,G6350,S
997933.962049977155402,233525.148976449592737,M351,W. 122 St. bet.ween Fred Douglass Blvd. and Adam Clayton Powell Blvd.,N,Joseph Daniel Wilson Garden,M,N-CONFSTA-PARK,Garden,Joseph Daniel Wilson Garden,2441.49410900000,468.67913044800,10027,B5,G6350,S
990243.249548754887655,204703.790545543539338,M352,Ave. B and E. 13 St.,N,Yu Suen Garden,M,N-CONFSTA-PARK,Garden,Yu Suen Garden,2683.56320818000,247.20096549000,10009,B5,G6350,S
997785.429398652515374,233010.198526429914637,M356,W. 120 St. bet.ween Adam Clayton Powell Blvd. and St Nicholas Ave.,N,P.S. 76 Garden,M,N-CONFSTA-PARK,Garden,P.S. 76 Garden,2649.10603956000,255.77924333600,10027,B5,G6350,S
989232.429872746113688,202508.917094556498341,M357,"E. 3 St., bet. Ave. B and Ave. C",N,Los Amigos Garden,M,N-CONFSTA-PARK,Garden,Los Amigos Garden,2403.15471868000,247.21596939200,10009,B5,G6350,S
987131.931617908761837,203054.141951803292613,M358,E. 1 St. bet. 1 Ave. and 2 Ave.,N,First Street Garden,M,N-CONFSTA-PARK,Garden,First Street Garden,2301.51670135000,252.29614572600,10003,B5,G6350,S
990466.502093782532029,204234.489340611093212,M359,E. 12 St. bet.ween Ave. B and Ave. C,N,Campos Garden,M,N-CONFSTA-PARK,Garden,Campos Garden,5179.32348667000,307.43155805100,10009,B5,G6350,S
989894.447425766964443,203286.814298931218218,M361,E. 7 St. bet.ween Ave. B and Ave. C,N,Lower East Side Ecology Center,M,N-CONFSTA-PARK,Garden,Lower East Side Ecology Center,6715.75833315000,334.51281580200,10009,B5,G6350,S
999400.889484576298855,233312.297822375985561,M362,W. 124 St. bet.ween Lenox Ave. and 5 Ave.,N,W 124th Street Community Garden,M,N-CONFSTA-PARK,Garden,W 124th Street Community Garden,2013.33100639000,245.07379768900,10027,B5,G6350,S
1000924.081019433448091,231868.955468074273085,M364,E. 122 St. bet.ween Park Ave. and Lexington Ave.,N,Jackie Robinson Community Garden,M,N-CONFSTA-PARK,Garden,Jackie Robinson Community Garden,2502.73503935000,250.22117328100,10035,B5,G6350,S
997526.448114625294693,233736.132485611655284,M365,W. 122 St. bet.ween Frederick Douglass Blvd. and Adam C. Powell Blvd.,N,Our Little Green Acre/garden Eight,M,N-CONFSTA-PARK,Garden,Our Little Green Acre Garden,2262.10563197000,218.16070167300,10027,B5,G6350,S
990253.151962445117533,203084.038268118805718,M370,E. 7 St. bet. Ave. C and Ave. D,N,Urban Botanical Soc./Sam and Sadie Koenig Garden,M,N-CONFSTA-PARK,Garden,Urban Botanical/Sam and Sadie Koenig,1525.08462649000,244.49020480600,10009,B5,G6350,S
994444.867342828540131,230096.185125839430839,M373,W. 105 St. bet. Columbus Ave. and Manhattan Ave.,N,La Perla Garden,M,N-CONFSTA-PARK,Garden,La Perla Garden,2060.26083344000,255.51203678400,10025,B5,G6350,S
1002386.936235756031238,228620.209579059126554,M375,E. 114 St. bet. 1 Ave. and Pleasant Ave.,N,Pleasant Park Garden,M,N-CONFSTA-PARK,Garden,Pleasant Park Garden,5184.59934803000,308.47367963500,10029,B5,G6350,S
1000514.865734883584082,234641.305736845126376,M380,W. 131 St. bet. 5 Ave. and Lenox Ave.,N,United Block Association Garden,M,N-CONFSTA-PARK,Garden,United Block Association Garden,3239.16825157000,268.12425286000,10037,B5,G6350,S
999673.481492290506139,230422.784263228997588,M383,E. 115 St. bet. Park Ave. and Madison Ave.,N,La Cuevita Garden,M,N-CONFSTA-PARK,Garden,La Cuevita Garden,2535.34292778000,259.48219179400,10029,B5,G6350,S
998893.335907138185576,229431.046290414989926,M384,Madison Ave. bet. E. 110 St. and E. 111 St.,N,Pueble Unido Garden,M,N-CONFSTA-PARK,Garden,Pueblo Unido Garden,2378.15575255000,243.66064191000,10029,B5,G6350,S
1023376.841767403762788,241351.543578300625086,X208,"Haviland Ave., Watson Ave. bet. Virginia Ave. and Pugsley Ave.",N,Haviland Playground,X,N-CONFSTA-PARK,Jointly Operated Playground,Haviland Playground,36618.79921570000,792.80146886100,10472,B5,G6350,S
1023556.665644910885021,241116.952936758345459,X205,"Watson Ave., Blackrock Ave. bet. Virginia Ave., Pugsley Ave.",N,Black Rock Playground,X,N-CONFSTA-PARK,Jointly Operated Playground,Black Rock Playground,14868.24475970000,558.40813248800,10472,B5,G6350,S
1003002.731972478330135,253465.69183269480709,M029,"Riverside Dr To Broadway, W 192 St To Dyckman St",N,Fort Tryon Park,M,N-CONFSTA-PARK,Community Park,Fort Tryon Park,2927806.01723999996,11000.02919290000,10040,B5,G6350,S
986810.500589503441006,201028.08373749331804,M004,"E Houston St, E Broadway",N,Allen Mall One,M,N-CONFSTA-PARK,Mall,Allen Mall One,73988.83196050000,6406.22246567000,10002,B5,G6350,S
998465.689260310027748,239529.318598685524194,M040,"Amsterdam Av, W 143 St and Hamilton Pl",N,Johnny Hartman Square,M,N-CONFSTA-PARK,Triangle/Plaza,Johnny Hartman Square,805.10850291900,140.87981135100,10031,B5,G6350,S
996769.916622315417044,210114.302747883193661,Q045,49 Ave. bet. 5 St. and Vernon Blvd.,N,Andrews Grove,Q,Y-CONFSTA-PARK,Playground,Andrews Grove,23178.45509490000,656.07452607700,11101,B5,G6350,S
1044409.254734204849228,194974.708068563486449,Q121A,173 St. bet. 106 Ave. and 107 Ave.,N,William Simmons Community Garden Club,Q,N-CONFSTA-PARK,Garden,William Simmons Community Garden Club,26127.00621010000,661.74438730000,11433,B5,G6350,S
1044021.006580134388059,195429.548258160823025,Q121,Liberty Ave. bet. 172 St. and 173 St.,N,Detective Keith L Williams Park,Q,N-CONFSTA-PARK,Community Park,Detective Keith L Williams Park,334690.14917799999,2810.49985226000,11433,B5,G6350,S
1003643.47901059652213,191601.130944458185695,B023,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,N,Lafayette Playground,B,N-CONFSTA-PARK,Playground,Lafayette Playground,23212.57006170000,657.18025044300,11221,B5,G6350,S
1023050.382316410192288,209494.124542375036981,Q474A,102 St. bet. Radcliff Ave. and Strong Ave.,N,Corona Taxpayers Association,Q,N-CONFSTA-PARK,Garden,Corona Taxpayers Association Garden,7867.79596515000,359.15184924400,11368,B5,G6350,S
1023066.605995946447365,209266.477121393865673,Q474,"Lewis Ave., Radcliff Ave. bet. 101 St. and 102 St.",N,Simeone Park,Q,N-CONFSTA-PARK,Neighborhood Park,Simeone Park,69732.57946870000,1214.80446215000,11368,B5,G6350,S
1003077.984572620480321,220649.226934666687157,Q477,"Astoria Blvd., 30 Ave. bet. Main Ave. and 8 St.",N,Two Coves Community Garden,Q,N-CONFSTA-PARK,Garden,Two Coves Community Garden  / GOODWILL PARK (old),33900.96865610000,974.05237789800,11102,B5,G6350,S
1009257.748590516741388,248239.805921648978256,X324,E. 176 St. bet. Walton Ave. and Morris Ave.,N,176th Street Community Garden,X,N-CONFSTA-PARK,Garden,176th Street Community Garden,10098.78926200000,405.65676727600,10453,B5,G6350,S
948978.591552592581138,153782.174285533517832,R166,Manor Rd. and Rockland Ave.,N,Manor Park,R,N-CONFSTA-PARK,Nature Area,Manor Park,77460.55275079999,1187.83455063000,10306,B5,G6350,S
1008291.345963076339103,187679.574532734783133,B110,Hopkinson Ave. bet. Marion St. and Chauncey St.,N,Marion Hopkinson Playground,B,Y-CONFSTA-PARK,Neighborhood Park,Marion Hopkinson Playground,60630.42847780000,1399.13294957000,11233,B5,G6350,S
995921.442220140481368,204789.893141826905776,B001,Franklin St. bet. Milton St. and Noble St.,N,American Playground,B,Y-CONFSTA-PARK,Playground,American Playground,38999.06214380000,789.98172605500,11222,B5,G6350,S
1001179.092542414553463,168318.632256994373165,B002,"E. 38 St., E. 38 St. bet. Ave. I and Ave. J",N,Amersfort Park,B,Y-CONFSTA-PARK,Neighborhood Park,Amersfort Park,152680.83028900000,1943.19309829000,11210,B5,G6350,S
1002394.189202775480226,193012.091934700816637,B006,"Broadway, Stuyvesant Ave., Vernon Ave.",N,Beattie Square,B,N-CONFSTA-PARK,Triangle/Plaza,Beattie Square,582.76070404600,116.50246576500,11221,B5,G6350,S
1008386.539543391554616,180873.692840021045413,B008,"Blake Ave., Dumont Ave., Livonia Ave. bet. Strauss St., Hopkinson Ave. and Bristol St.",N,Betsy Head Park,B,Y-CONFSTA-PARK,Community Park,Betsy Head Park,459853.19530199998,3846.94210358000,11212,B5,G6350,S
999952.383303578826599,184779.316867106012069,B012,"St. Mark's Ave., Park Pl. bet. Brooklyn Ave. and Kingston Ave.",N,Brower Park,B,Y-CONFSTA-PARK,Neighborhood Park,Brower Park (PS 289 - Playground Only),305630.38268899999,2540.88874903000,11213,B5,G6350,S
1005360.212353161536157,195469.964573051925981,B016,"Irving Ave., Kinickerbocker Ave. bet. Starr St. and Suydam St.",N,Maria Hernandez Park,B,Y-CONFSTA-PARK,Neighborhood Park,Maria Hernandez Park,292927.09599100001,2200.17544349000,11237,B5,G6350,S
1008614.187260046601295,192861.785697359387996,B017,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,N,Bushwick Playground,B,Y-CONFSTA-PARK,Jointly Operated Playground,Bushwick Playground,123910.97765200000,1626.90825701000,11221,B5,G6350,S
985505.164543419727124,187419.019504133320879,B019,"Court St., Smith St., bet. Carroll St. and President St.",N,Carroll Park,B,Y-CONFSTA-PARK,Neighborhood Park,Carroll Park,83407.68276040000,1335.83412816000,11231,B5,G6350,S
996610.812718232511543,194556.789022651326377,B022,"Lynch St., Middleton St. bet. Lee Ave. and Bedford Ave.",N,Middleton Playground,B,N-CONFSTA-PARK,Playground,Middleton Playground,47930.02980570000,878.89490803900,11206,B5,G6350,S
982677.922257375204936,210950.266348910226952,M360,Gansevoort St. To W. 30 St. bet.ween Washington St. and 11 Ave.,N,The High Line,M,Y-CONFSTA-PARK,Community Park,The High Line,237937.19554200000,11910.35270990000,10011,B5,G6350,S
1000133.020260804332793,249431.021219418471446,M028,"Riverside Dr., Hudson River, W. 155 St. to W. 179 St.",Y,Fort Washington Park,M,Y-CONFSTA-PLGD,Community Park,Fort Washington Park,6987461.18150999956,92959.15641790000,10033,B5,G6350,S
1001648.004612709512003,200087.143493565352401,B025,"Maspeth Ave., Sharon St. bet. Olive St. and Morgan Ave.",N,Cooper Park,B,Y-CONFSTA-PARK,Neighborhood Park,Cooper Park,282253.72244300001,2298.30964662000,11211,B5,G6350,S
992034.283522794488817,189081.253449067473412,B026,"Carlton Ave., Fulton St., Green Ave.",N,Cuyler Gore Park,B,N-CONFSTA-PARK,Neighborhood Park,Cuyler Gore Park,51764.68797960000,1115.84474637000,11238,B5,G6350,S
1010936.239266494871117,178628.328926255315309,B027,"Hegeman Ave., New Lots Ave. bet. Watkins St. and Mother Gaston Blvd.",N,Veterans Triangle,B,N-CONFSTA-PARK,Triangle/Plaza,Veterans Triangle,1117.34590880000,192.38936346400,11212,B5,G6350,S
979000.617935998016037,161982.900081633386435,B028,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",N,Dyker Beach Park,B,Y-CONFSTA-PARK,Community Park,Dyker Beach Park,9034251.87791999988,16559.93753400000,11228,B5,G6350,S
993502.981389278895222,183952.00460980302887,B159,"Eastern Pkwy., Flatbush Ave. bet. Underhill Ave. and Washington Ave.",N,Mount Prospect Park,B,Y-CONFSTA-PARK,Neighborhood Park,Mount Prospect Park,359078.88942899997,2355.84119750000,11238,B5,G6350,S
994791.104894786025397,183633.40860416094074,B044,"Eastern Pkwy., Washington Ave., Classon Ave.",N,Dr. Ronald McNair Park,B,N-CONFSTA-PARK,Neighborhood Park,Dr. Ronald McNair Park,58091.31492640000,1300.28804261000,11225,B5,G6350,S
930063.586473213159479,157009.551631697104312,R163,"Meredith Ave., W. Shore Exwy., Chelsea Creek",Y,Meredith Woods,R,N-CONFSTA-PARK,Nature Area,Meredith Woods,678469.04002299998,6110.17029311000,10314,B5,G6350,S
1008464.896941755665466,184821.594968944526045,B030,Eastern Pkwy. bet. Ralph Ave. and Bushwick Ave.,N,Eastern Parkway Extension,B,N-CONFSTA-PARK,Mall,Eastern Parkway Extension,47739.02062110000,12204.38874170000,11233,B5,G6350,S
1025661.803824223927222,151293.086158447578782,Q416,Beach Channel Dr. bet. B. 128 and B. 130 Sts.,Y,Park,Q,N-CONFSTA-PARK,Undeveloped,Park,30679.62795970000,1258.11178444000,11694,B5,G6350,S
961693.627119151991792,175199.894023575325264,R066,Richmond Terr. from St Peter's Pl. to Stuyvesant Pl.,N,North Shore Esplanade,R,N-CONFSTA-PARK,Triangle/Plaza,North Shore Esplanade,70452.65239610001,3003.92271878000,10301,B5,G6350,S
992945.367811886011623,229076.431880426040152,M229,W. 97 St. and Amsterdam Ave.,N,Happy Warrior Playground,M,Y-CONFSTA-PARK,Jointly Operated Playground,Happy Warrior Playground,74097.87317969999,2102.75742927000,10025,B5,G6350,S
1024926.770782693638466,191151.921891324775061,Q053,88 Ave. to 89 Ave. at 90 St.,N,Equity Park,Q,Y-CONFSTA-PARK,Neighborhood Park,Equity Park,71496.35873150000,1170.91381243000,11421,B5,G6350,S
1022728.771182880620472,242840.28818302648142,X025,Westchester Ave. bet. Virginia Ave. and Metropolitan Ave.,N,Hugh J. Grant Circle,X,N-CONFSTA-PARK,Triangle/Plaza,Hugh J. Grant Circle,58728.63904620000,860.73012524100,10472,B5,G6350,S
997242.960163951618597,232414.356022320018383,M387,St. Nicholas Ave. bet. W. 118 St. and W. 117 St.,N,TRUCE Garden,M,N-CONFSTA-PARK,Garden,TRUCE Garden,5361.56221080000,317.82524899400,10026,B5,G6350,S
1031837.980688121402636,243165.030830369738396,X050,Meyers St. bet. Haskin St. and Bruckner Blvd.,N,Throgs Neck Park,X,N-CONFSTA-PARK,Undeveloped,Throgs Neck Park,19534.91300100000,562.59480051900,10461,B5,G6350,S
1025484.046938209794462,239299.191066953528207,X151,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,N,P.O. Serrano Playground,X,Y-CONFSTA-PARK,Neighborhood Park,P.O. Serrano Playground,115697.79812100000,1545.64487616000,10473,B5,G6350,S
1024641.435032962239347,244375.752048000664217,X160,St. Raymond's Ave. bet. Odell St. and Purdy St.,N,Caserta Playground,X,Y-CONFSTA-PARK,Jointly Operated Playground,Caserta Playground,38911.79067060000,830.13594775700,10462,B5,G6350,S
1024863.332724219886586,245072.36896374594653,X177,"Castle Hill Av, Parker St",N,Castle Hill Playground,X,Y-CONFSTA-PARK,Jointly Operated Playground,Castle Hill Playground,60604.10429790000,1193.37391313000,10462,B5,G6350,S
1031692.336898720590398,240539.320805894531077,X183,Brinsmade Ave. bet. Cross Bronx Ser. Rd. and Swinton Ave.,N,Bruckner Playground,X,N-CONFSTA-PARK,Jointly Operated Playground,Bruckner Playground,44033.66689940000,954.93199877200,10465,B5,G6350,S
1022210.626723066787235,239116.464852741890354,X204,Story Ave. bet. Taylor Ave. and Thieriot Ave.,N,Story Playground,X,Y-CONFSTA-PARK,Jointly Operated Playground,Story Playground,96730.35931430000,1348.46793001000,10473,B5,G6350,S
942761.432112965150736,161572.247628841403639,R126,"N. Gannon Ave., Willow Road E., Victory Blvd., Wyona Ave.",N,Gaeta Park,R,N-CONFSTA-PARK,Triangle/Plaza,Gaeta Park,77998.50821499999,1468.47848284000,10314,B5,G6350,S
1006995.421188247040845,245505.561554270156194,X058,Jerome Av bet. Macombs Rd and Elliot Pl,N,Keltch Park,X,N-CONFSTA-PARK,Triangle/Plaza,Keltch Park,18226.01546120000,933.60529743200,10452,B5,G6350,S
944859.68035889766179,160240.354781822534278,R075B,"SI Expressway, Woodward Ave., Wooley Ave. and Westwood Ave.",N,Westwood Park,R,N-CONFSTA-PARK,Nature Area,Westwood Park,285884.96034100000,2144.68134111000,10314,B5,G6350,S
946318.509638471063226,161245.991460737306625,R075C,"SI Expressway, Warwick Ave., Purdy Ave., and Ingram Ave.",N,Ingram Woods,R,N-CONFSTA-PARK,Nature Area,Ingram Woods,164245.06934200000,1712.64969972000,10314,B5,G6350,S
991039.668894326663576,191218.13426675676601,B032,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St.",N,Fort Greene Park,B,Y-CONFSTA-ZONE,Community Park,Fort Greene Park,1320320.18900000001,4766.22650726000,11201,B5,G6350,S
974784.635341283166781,161850.69470266244025,B035,"101 St., Shore Pkwy. bet. 4 Ave. and Ft. Hamilton Pkwy.",N,John Paul Jones Park,B,N-CONFSTA-PARK,Neighborhood Park,John Paul Jones Park (Cannonball Park),231560.91930300000,1944.63493135000,11209,B5,G6350,S
1022450.621323666418903,179607.660189910791814,B165,"Fountain Ave., 75 St. bet. Belt Pkwy., Flatlands Ave.,",Y,Spring Creek Park,B,N-CONFSTA-PARK,Nature Area,Spring Creek Park,2432294.34640000015,12257.68505890000,11208,B5,G6350,S
992535.858835940947756,184813.485515456763096,B040,"Flatbush Ave., Eastern Pkwy. and Prospect Park",N,Grand Army Plaza,B,N-CONFSTA-PARK,Triangle/Plaza,Grand Army Plaza,616195.83611000003,6681.81711087000,11238,B5,G6350,S
