,BOROUGH,COMFORTSTA,EAPPLY,GISPROPNUM,LOCATION,SHAPE_area,SHAPE_len,SIGNNAME,TYPECATEGO,WATERFRONT
527,X,N-CONFSTA-PARK,Seabury Park,X282,Southern Blvd bet. E 174 St and E 173 St,8218.82472496,404.947651804,Seabury Park,Neighborhood Park,N
528,X,N-CONFSTA-PARK,Barry Plaza,X130,E 173 St bet. Clay Av and Anthony Av,4584.27047031,365.252908873,Barry Plaza,Triangle/Plaza,N
529,X,N-CONFSTA-PARK,River Avenue Parks,X348,E 157 St bet. River Av and Gerard Av,29677.3650987,1124.60231681,River Avenue Parks,Playground,N
530,X,Y-CONFSTA-ZONE,Claremont Park,X008,"Clay Ave., Anthony Ave. bet. Mount Eden Pkwy. and E. 170 St",1667551.55397,6284.6975351,Claremont Park,Community Park,N
531,X,N-CONFSTA-PARK,Garden Of Life,X298,E 173 St bet. Weeks Av and Eastburn Av,8015.31039549,358.837960188,Garden Of Life,Garden,N
532,X,Y-CONFSTA-PARK,Garden Of Eden,X297,E 173 St bet. Weeks Av and Monroe Av,9255.16000359,384.847234824,Garden Of Eden,Garden,N
533,X,N-CONFSTA-PARK,Devanney Triangle,X129,E. Burnside Ave. bet. Creston Ave. and G,8823.85263754,590.633606301,Devanney Triangle,Triangle/Plaza,N
534,X,N-CONFSTA-PARK,Miracle Garden,X329,Marmion Av bet. Fairmount Pl and Elsmere Pl,4800.99185955,444.644740456,Miracle Garden,Garden,N
535,X,N-CONFSTA-PARK,Barnhill Square,X001B,W. Kingsbridge Ave at Reservoir Ave.,3103.99457428,220.338023197,Barnhill Square,Triangle/Plaza,N
536,X,N-CONFSTA-PARK,Heath Triangle,X070,Bailey Ave. at Heath Ave.,5333.19795943,322.96127319,Heath Triangle,Triangle/Plaza,N
537,X,N-CONFSTA-PARK,Sheridan Triangle,X060,"Mosholu Ave., Broadway, David Sheridan Plaza",3090.41375999,246.979451046,Sheridan Triangle,Triangle/Plaza,N
538,X,Y-CONFSTA-PARK,Seton Park,X201,"W 232 St , Independence Av , W 235 St ,",508049.916913,3122.47974442,Seton Park,Community Park,N
539,X,Y-CONFSTA-PLGD,Spuyten Duyvil Playground,X171,Douglas Av bet. W 235 St and W 236 St,67607.5920104,1382.18190247,Spuyten Duyvil Playground,Jointly Operated Playground,N
540,X,N-CONFSTA-PARK,Raoul Wallenberg Forest,X259,"Palisade Av, Douglas Av bet. W 235 St and",204193.40609,2119.68575314,Raoul Wallenberg Forest,Nature Area,N
541,X,N-CONFSTA-PARK,Park,X301,"Soundview Ave., bet.t Ave., Bronx River Ave.",45475.1465118,1094.52209375,Park,Waterfront Facility,Y
542,X,N-CONFSTA-PARK,Taylor-Soundview Block Assoc. Garden,X325,Randal Ave. bet. Soundview Ave. and Thieriot Ave.,6123.03652451,375.333806425,Taylor-Soundview Block Assoc. Garden,Garden,N
543,X,N-CONFSTA-PARK,Derosa O'Boyle Triangle,X133,Dewey Ave. bet. E. Tremont Ave. and Edison Ave.,5088.8355759,295.479868087,Derosa O'Boyle Triangle,Triangle/Plaza,N
544,X,N-CONFSTA-PARK,Owen F. Dolen Park,X016,"Lane Ave., E. Tremont Ave., Westchester Ave.",61614.8561678,1024.46463055,Owen F. Dolen Park,Buildings/Institutions,N
545,B,N-CONFSTA-PARK,Lithuania Square,B202,"Stagg St., Hewes St., Union Ave.",1326.12007735,135.329581362,Lithuania Square,Triangle/Plaza,N
546,B,N-CONFSTA-PARK,Classon Triangle,B223NB,"Kent Ave., Classon Ave., Wallabout St.",11871.692992,481.108730562,Classon Triangle,Triangle/Plaza,N
547,B,N-CONFSTA-PARK,Penn Triangle,B223NC,"Penn St., Wythe Ave., Williamsburg St. E.",10399.2464088,462.858385556,Penn Triangle,Playground,N
548,B,N-CONFSTA-PARK,Park,B223OA,"Keap St., Bedford Ave., Williamsburg St. W.",3769.44526314,262.494922518,Park,Undeveloped,N
549,B,N-CONFSTA-PARK,Bedame Sessa Triangle,B223V,"Leonard St., Withers St., Meeker Ave.",8539.61355329,392.144856115,Badame Sessa Triangle,Triangle/Plaza,N
550,B,N-CONFSTA-PARK,Pvt. Sonsire Triangle,B196,"Union Ave., N. 11 St. and Roebling St.",6275.40708975,336.372329039,Pvt. Sonsire Triangle,Triangle/Plaza,N
551,B,N-CONFSTA-PARK,Arbor Place,B223MA,"Tillary St., Park Ave., Navy St.",3838.4773916,310.023270464,Arbor Place,Triangle/Plaza,N
552,B,N-CONFSTA-PARK,Dodger Playground,B121,Sullican Pl. bet. Rogers Ave. and Nostrand Ave.,12484.1760088,450.132642509,Dodger Playground,Playground,N
553,B,N-CONFSTA-PARK,Dahill Triangle,B175,"Dahill Rd., 24 Ave., 62 St.",2799.85257121,210.467810139,Dahill Triangle,Triangle/Plaza,N
554,B,Y-CONFSTA-PARK,Sternberg Park (Lindsey Park),B055,Lorimer St. bet. Montrose Ave. and Boerum St.,181009.89772,1703.64416261,Sternberg Park,Playground,N
555,B,Y-CONFSTA-PARK,Mckinley Park,B060,"7 Ave., Ft. Hamilton Pkwy. bet. Bayridge Pkwy. and 73 St.",246349.581776,2033.61958488,McKinley Park,Neighborhood Park,N
556,B,N-CONFSTA-PARK,Milestone Park,B063,18 Ave. bet. 81 St. and 82 St.,21032.8432559,622.204736191,Milestone Park,Neighborhood Park,N
557,B,N-CONFSTA-PARK,Sitting Area,B255K,N/B Prospect Exwy. bet. Seeley St. and Greenwood Ave.,39674.3429159,2569.38872477,Sitting Area,Parkway,N
558,B,N-CONFSTA-PARK,Brooklyn Academy Of Music,B256,Lafayette Ave between St Felix St. and Ashland Pl.,42050.8059945,825.816662717,Brooklyn Academy Of Music,Buildings/Institutions,N
559,B,N-CONFSTA-PARK,Flatbush Malls,B179,E. 17 St. bet.ween Foster Ave. and Ave. H,18716.2936703,2785.08551383,Flatbush Malls,Mall,N
560,B,N-CONFSTA-PARK,Flatbush Mall,B180,"E. 17 St., South of Ave. H",2390.76887757,426.18829676,Flatbush Mall,Mall,N
561,B,N-CONFSTA-PARK,Flatbush Malls,B178,Glenwood Rd. bet.ween E. 23 St. and Coney Island Ave.,25949.5382486,4501.43442432,Flatbush Malls,Mall,N
562,B,N-CONFSTA-PARK,Avenue R Mall,B184,Ave. R from E. 7 St. To Coney Island Ave.,11259.788842,1619.59007056,Avenue R Mall,Mall,N
563,B,N-CONFSTA-PARK,Cutinella Triangle,B289,"Ave. W, W. 6 St. and 86 St.",3177.21684968,230.33587655,Cutinella Triangle,Triangle/Plaza,N
564,B,N-CONFSTA-PARK,Park,B174,"Willmohr St., E. 91 St., Linden Blvd.",7932.03603585,378.197047967,Park,Triangle/Plaza,N
565,Q,N-CONFSTA-PARK,Socrates Sculpture Park,Q465,Vernon Blvd. bet. Broadway and 30 Dr.,199700.239268,3014.5580462,Socrates Sculpture Park,Neighborhood Park,Y
566,M,N-CONFSTA-PARK,Mercer Playground,M295,Mercer St. bet.ween Houston St. and W. 4th St.,25360.0125744,1047.2704019,Mercer Playground,Neighborhood Park,N
567,M,N-CONFSTA-PARK,Park,M262,Bleecker St. bet.ween La Guardia Pl. and Mercer St.,20069.7593023,1282.35114649,Park,Mall,N
568,B,N-CONFSTA-PARK,Aimee Triangle,B273,"Ave. P, Madison Pl., Nostrand Ave.",4995.62450012,318.360891706,Aimee Triangle,Triangle/Plaza,N
569,B,N-CONFSTA-PARK,Trust Triangle,B176,"Flatbush Ave., Schenctady Ave., Ave. O",3430.22581987,255.975713607,Trust Triangle,Triangle/Plaza,N
570,B,N-CONFSTA-PARK,Barone Triangle,B190,"Ave. U, E. 71 St., Veterans Ave.",6499.99366873,322.311369459,Barone Triangle,Triangle/Plaza,N
571,B,N-CONFSTA-PARK,Bartel-Pritchard Square,B003,"Prospect Park W., 15 St.",13327.0693235,409.261575174,Bartel-Pritchard Square,Triangle/Plaza,N
572,R,N-CONFSTA-PARK,Barrett Triangle,R004,"Hyatt St., Bay St., Stuyvesant Pl. and Richmond Ter.",6969.15932921,462.959276512,Barrett Triangle,Triangle/Plaza,N
573,R,N-CONFSTA-PARK,Forest Mall,R021,Forest Ave. bet.ween Haven Esplanade and Duer La.,19557.8421877,1270.5840789,Forest Mall,Triangle/Plaza,N
574,R,N-CONFSTA-PARK,Dodgers Triangle,R060,Dongan Ave. at Hodges Pl.,1467.63528306,166.157250115,Dodgers Triangle,Triangle/Plaza,N
575,R,N-CONFSTA-PARK,Egbert Triangle,R020,"Richmond Ave., Forest Ave., and Willowbrook Rd.",9024.20087768,488.750619735,Egbert Triangle,Triangle/Plaza,N
576,B,Y-CONFSTA-PLGD,Manhattan Beach Park,B251,Oriental Blvd. between Ocean Ave. and Mackenzie St.,1870515.78822,6041.86415189,Manhattan Beach Park,Community Park,Y
577,B,N-CONFSTA-PARK,Strip,B255B,Prospect Exwy. bet. 4 Ave. and 5 Ave.,4950.6932268,1740.10028821,Park,Strip,N
578,B,N-CONFSTA-PARK,Park,B255D,"Prospect Ave., 6 Ave., Prospect Exwy.",12333.5603783,835.848798991,Park,Parkway,N
579,B,N-CONFSTA-PARK,Butterfly Garden,B255G,7 Ave. bet. 18 St. and 17 St.,20311.3166463,720.01513583,Butterfly Gardens,Neighborhood Park,N
580,B,Y-CONFSTA-PARK,Strip,B255A,Prospect Exwy. bet. 3 Ave. and 4 Ave.,101.421140046,1127.39832004,Park,Strip,N
581,B,N-CONFSTA-PARK,Mt. Carmel Triangle,B226,"Union Ave., Meeker Ave., Jackson St.",6733.4137597,350.180225024,Mt. Carmel Triangle,Triangle/Plaza,N
582,B,N-CONFSTA-PARK,Brooklyn Heights Promenade,B223DD,BQE bet. Remsen St. and Montague St.,5268.80777336,369.734195086,Brooklyn Heights Promenade,Parkway,N
583,B,N-CONFSTA-PARK,Fort Stirling Park,B036,Clark St. at Columbia Heights and the Brooklyn-Queens Exwy.,9861.89173982,424.957632351,Fort Stirling Park,Triangle/Plaza,N
584,B,N-CONFSTA-PARK,Brooklyn Heights Promenade,B223DJ,BQE bet. Pineapple St. and Orange St.,5008.32558805,456.743394135,Brooklyn Heights Promenade,Triangle/Plaza,N
585,B,N-CONFSTA-PARK,Brooklyn Heights Promenade,B223DH,BQE bet. Clark St. and Pineapple St.,5060.15412994,465.876230314,Brooklyn Heights Promenade,Triangle/Plaza,N
586,B,N-CONFSTA-PARK,Brooklyn Heights Promenade,B223DI,Pineapple St. bet.ween Columbia Heights and the BQE,6206.35191138,358.49808622,Brooklyn Heights Promenade,Triangle/Plaza,N
587,B,N-CONFSTA-PARK,Fruit Street Sitting Area,B223E,Columbia Heights and Orange St. To Cranberry St.,43371.6163601,988.148586566,Fruit Street Sitting Area,Triangle/Plaza,N
588,B,N-CONFSTA-PARK,Marcy Park South,B223OB,Marcy Ave. bet. S. 9 St. and Division St.,16318.472217,850.381976709,Marcy Park South,Recreation Field/Courts,N
589,B,Y-CONFSTA-PARK,Glenwood Playground,B236,Ralph Ave. and Farragut Rd.,61868.6199179,1070.86346499,Glenwood Playground,Neighborhood Park,N
590,R,N-CONFSTA-PARK,Pleasant Plains Plaza,R002,"Amboy Rd., Bloomingdale Rd.",2383.32143454,330.678618038,Pleasant Plains Plaza,Triangle/Plaza,N
591,M,N-CONFSTA-PARK,Tony Dapolito Recreation Center,M103,"Carmine St. and Clarkson St., 7 Ave.",9428.26880445,476.350756469,Tony Dapolito Recreation Center,Buildings/Institutions,N
592,M,N-CONFSTA-PARK,Bowling Green,M007,Broadway and Whitehall St.,50649.2158164,1191.00110964,Bowling Green,Triangle/Plaza,N
593,B,N-CONFSTA-PARK,Dean Playground,B232,Dean St. to Bergen St. between 6 Ave. and Carlton Ave.,59773.4615327,1130.79302923,Dean Playground,Neighborhood Park,N
594,Q,N-CONFSTA-PARK,Vernam Barbadoes Peninsula,Q472,"Amstel Blvd., Jamaica Bay",1197216.12748,5540.80520991,Vernam Barbadoes Peninsula,Nature Area,Y
595,B,N-CONFSTA-PARK,Brooklyn Heights Promenade,B223DC,BQE bet.ween Remsen St. and Grace Ct.,1379.92042546,384.435450181,Brooklyn Heights Promenade,Parkway,N
596,B,N-CONFSTA-PARK,Park,B223G,"Columbia Hts., Hicks St., bet. Middagh St. and Vine St.",59751.0779313,1684.88694304,Hillside Park,Neighborhood Park,N
597,B,N-CONFSTA-PARK,Clumber Corner,B223IA,"BQE, Prospect St. bet. Washington St. and Adams St.",41244.8023755,1297.95606492,Clumber Corner,Parkway,N
598,B,N-CONFSTA-PARK,Bar and Grill Park,B223IB,"York St., through BQE bet. Adams St. and Pearl St.",21305.9667191,1037.16693438,Bar and Grill Park,Parkway,N
599,B,N-CONFSTA-PARK,Rodney Playground North,B223PE,"Borinquen Pl., Rodney St. and S. 1 St.",12174.3750491,646.875694691,Rodney Playground North,Playground,N
600,B,Y-CONFSTA-ZONE,Parade Ground,B068,"Parkside Ave., Caton Ave., bet. Parade Pl. and Coney Island Ave.",1559567.47198,5404.77430917,Parade Ground,Recreation Field/Courts,N
601,B,Y-CONFSTA-PARK,Grace Playground,B078,Vermont St. bet. Pitkin Ave. and Belmont Ave.,120555.873187,1558.69203467,Grace Playground,Jointly Operated Playground,N
602,B,Y-CONFSTA-PARK,Saratoga Park,B079,Halsey St. bet. Howard Ave. and Saratoga Ave.,142409.818969,1804.38471766,Saratoga Park,Neighborhood Park,N
603,B,N-CONFSTA-PARK,Sgt William Dougherty Playground,B096,Vandervoort Ave. bet. Cherry St. and Anthony St.,32638.1842801,708.994772832,Sgt. William Dougherty Playground,Neighborhood Park,N
604,B,Y-CONFSTA-PARK,Washington Park (MS 51),B111,"3 St., 4 St. bet. 4 Ave. and 5 Ave.",144878.449025,1821.96635837,J.J. Byrne Playground,Neighborhood Park,N
605,B,N-CONFSTA-PARK,JHS 51 JOP,B111A,"5 St., 4 St. bet. 4 Ave. and 5 Ave.",67483.4982886,1292.47847514,Washington Park,Jointly Operated Playground,N
606,B,N-CONFSTA-PARK,Lindsay Triangle,B117,"Throop Ave., Lormer St., Broadway",1807.78205798,286.92075205,Lindsay Triangle,Triangle/Plaza,N
607,B,N-CONFSTA-PARK,St. Mary's Playground,B118A,Smith St. bet. Luquer St. and Nelson St.,14651.6304523,549.314275316,St. Mary's Park,Recreation Field/Courts,N
608,B,N-CONFSTA-PARK,St. Mary's Playground,B118B,Smith St. bet. Nelson St. and Huntington St.,15643.7012803,558.220256435,St. Mary's Park,Playground,N
609,B,N-CONFSTA-PARK,Greenpoint Playground,B043,Franklin St. bet. Commerical St. and Dupoint St.,21507.1492771,753.661690436,Greenpoint Playground,Playground,N
610,B,Y-CONFSTA-PARK,Heckscher Playground,B139,Linden St. bet. Central Ave. and Wilson Ave.,53702.46272,1063.52662061,Heckscher Playground,Playground,N
611,B,Y-CONFSTA-PARK,Garibaldi Playground,B158,18 Ave. bet. 83 St. and 82 St.,19039.4368379,591.264454434,Garibaldi Playground,Playground,N
612,B,Y-CONFSTA-PARK,Brizzi Playground,B162,"10 Ave., New Utrecht Ave. bet. 43 St. and 42 St.",29800.5520418,752.287504142,Brizzi Playground,Playground,N
613,B,N-CONFSTA-PARK,Fraser Square,B173,"Kings Highway, Ave. M, E. 34 St. to E. 35 St.",22982.4592678,585.50359208,Fraser Square,Triangle/Plaza,N
614,X,N-CONFSTA-PARK,University Woods,X051,"Cedar Ave., Sedgwick Ave. bet. Hall of Fame Ter. and W. 180 St.",141635.355654,2314.43286196,University Woods,Neighborhood Park,N
615,B,Y-CONFSTA-PARK,Sarsfield Playground - Father Kehoe Tri*,B207,"E. 38 St., Ave. M, Flatlands Ave.",25850.8642899,817.840190581,Sarsfield Playground,Playground,N
616,B,N-CONFSTA-PARK,Dan Ross Playground,B210P,7 Ave. bet. 81 St. and 82 St.,11178.900204,552.937488697,Dan Ross Playground,Playground,N
617,B,N-CONFSTA-PARK,Strip,B210R,S/B Gowanus Exwy. bet. 84 St. and 85 St.,201.086982659,404.195109733,Park,Strip,N
618,B,N-CONFSTA-PARK,Strip,B210S,S/B Gowanus Exwy. bet. 85 St. and 86 St.,215.040112447,422.010384959,Park,Strip,N
619,B,N-CONFSTA-PARK,Strip,B210T,N/B Gowanus Exwy. bet. 85 St. and 86 St.,202.070292081,406.113749004,Park,Strip,N
620,B,N-CONFSTA-PARK,Strip,B210Q,N/B Gowanus Exwy. bet. 81 St. and 82 St.,199.023929035,421.88584327,Park,Strip,N
621,B,N-CONFSTA-PARK,Park,B210V,Dahlgreen Pl. bet. Exit 17 and Ft. Hill Pl.,26526.8513016,927.574605586,Park,Parkway,N
622,B,Y-CONFSTA-PLGD,John J Carty Park,B210W,Ft. Hamilton Pkwy. bet. 94 St. and 101 St.,373098.687821,4107.98125202,John J Carty Park,Neighborhood Park,N
623,B,N-CONFSTA-PARK,Hot Spot Tot Lot,B212,Campus Rd. bet. E. 21 St. and Ocean Ave.,6785.03400859,497.745701953,Hot Spot Tot Lot,Playground,N
624,B,Y-CONFSTA-PLGD,Linden Park (Gershwin Park - JHS 166),B214,Vermont St. bet. Linden Blvd. and Stanley Ave.,399589.835048,2740.80518407,Linden Park,Jointly Operated Playground,N
625,M,Y-CONFSTA-PARK,Frederick Johnson Playground,M159,7 Ave. bet.ween W. 150 St. and W. 151 St.,107557.343167,1485.5528987,Frederick Johnson Playground,Recreation Field/Courts,N
626,M,N-CONFSTA-PARK,Albert Capsouto Park,M145,"Laight St., Canal St., and Varick St.",15712.6779128,615.272440338,Albert Capsouto Park,Triangle/Plaza,N
627,M,Y-CONFSTA-PARK,Fred Samuel Playground,M160,"Lenox Ave., W. 139 St. To W. 140 St.",31592.266949,718.15251979,Fred Samuel Playground,Playground,N
628,M,Y-CONFSTA-PARK,McCaffrey Playground,M161,W. 43 St. bet.ween 8 Ave. and 9 Ave.,19263.3725869,590.684365534,McCaffrey Playground,Playground,N
629,M,N-CONFSTA-PARK,Baruch Playground,M165,Corner of Baruch Pl. and Mangin St.,101530.281128,1353.88425014,Baruch Playground,Recreation Field/Courts,N
630,M,N-CONFSTA-PARK,Harlem Art Park,M166,E. 120 St. and Sylvan Pl.,15428.4013264,506.818930799,Harlem Art Park,Neighborhood Park,N
631,M,N-CONFSTA-PARK,Samuel Marx Triangle,M169,"7 Ave., St. Nicholas Ave., W. 115 St.",1107.62769777,137.475973223,Samuel Marx Triangle,Triangle/Plaza,N
632,M,N-CONFSTA-PARK,Cherry Clinton Playground,M171,Corner of Cherry St. and Clinton St.,19186.4211659,563.682689096,Cherry Clinton Playground,Playground,N
633,B,N-CONFSTA-PARK,Park,B255L,Vanderbilt St. bet. E. 4 St. and E. 5 St.,21707.3623431,689.534174193,Park,Triangle/Plaza,N
634,B,N-CONFSTA-PARK,Park,B255N,Ocean Pkwy. at E. 8 St.,5097.58793371,296.813743963,Park,Triangle/Plaza,N
635,B,N-CONFSTA-PARK,Park,B255O,18 St. bet. 10 Ave. and Prospect Park West,2497.34847979,229.512817853,Park,Triangle/Plaza,N
636,B,Y-CONFSTA-PARK,Underwood Park,B259,Lafayette Ave. bet. Waverly Ave. and Washington Ave.,54339.7952227,934.172143956,Underwood Park,Neighborhood Park,N
637,B,Y-CONFSTA-PARK,Schenck Playground,B261,Livonia Ave. between Barbey St. and Schenck Ave.,38336.5455653,795.507067527,Schenck Playground,Playground,N
638,B,N-CONFSTA-PARK,Marlboro Playground,B272,W. 11 St. at Ave. W,45806.8358046,907.819629861,Marlboro Playground,Neighborhood Park,N
639,B,N-CONFSTA-PARK,Public Place,B290,Eldert La. between Liberty Ave. and Glenmore Ave.,5391.79070673,824.88656501,Public Place,Triangle/Plaza,N
640,B,N-CONFSTA-PARK,Charlie's Place,B302,"Ellery St. at Delmonico Pl., Hopkinds St. bet. Tompkins Ave. and Throop Ave.",56239.1227378,1008.31015991,Charlie's Place,Playground,N
641,Q,N-CONFSTA-PARK,Prospect Cemetery,Q482,Beaver Rd. bet. 158 St. and 159 St.,152643.578786,1961.0613557,Prospect Cemetery,Cemetery,N
642,B,Y-CONFSTA-PARK,Bushwick Pool & Playground,B310,Flushing Ave. bet.ween. Beaver St. and Garden St.,59235.2914783,1029.79540662,Bushwick Playground,Community Park,N
643,X,N-CONFSTA-PARK,Woodrow Wilson Triangle,X065,"Soundview Ave., Underhill Ave., Patterson Ave.",852.318156083,148.972009554,Woodrow Wilson Triangle,Triangle/Plaza,N
644,X,N-CONFSTA-PARK,Major General John R Brown Triangle,X079,W. Kingsbridge Rd. and Sedgwick Ave.,5389.93651067,340.623703999,Major General John R Brown Triangle,Triangle/Plaza,N
645,X,N-CONFSTA-PARK,Waterfront Garden,X088A,Gildersleeve Ave. bet. Husson Ave. and Betts Ave.,12124.5764723,472.474160289,Waterfront Garden,Garden,N
646,X,N-CONFSTA-PARK,Hawkins Park,X107,City Island Ave. bet. Fordham St. and Hawkins St.,6304.41309473,321.933001643,Hawkins Park,Triangle/Plaza,N
647,X,Y-CONFSTA-PARK,Riverbend Playground,X175,Bailey Ave. bet. W. Kingsbrodge Rd. and W. 193 St.,28821.3878141,1474.6015663,Riverbend Playground,Jointly Operated Playground,N
648,X,Y-CONFSTA-PARK,Taylor Playground,X176,Guerlain St. bet. Taylor Ave. and Thieriot Ave.,40064.1387386,904.884479518,Taylor Playground,Jointly Operated Playground,N
649,X,Y-CONFSTA-PARK,Randall Playground,X203,Randall Ave. bet. Olmstead Ave. and Castle Hill Ave.,43533.1486533,848.340058308,Randall Playground,Playground,N
650,X,N-CONFSTA-PARK,Harding Park,X262,Bolton Ave. bet. O'Brien Ave. and G St.,97884.6718622,2369.78673384,Harding Park,Neighborhood Park,N
651,Q,Y-CONFSTA-PARK,Fresh Meadows Playground (P.S. 173),Q314,67 Ave. bet. 173 St. and 174 St.,59430.397562,985.008127241,Fresh Meadows Playground,Jointly Operated Playground,N
652,X,N-CONFSTA-PARK,City Island Wetlands,X279,"Bay St, Tier St, Echester Bay",237225.215436,2897.00275042,City Island Wetlands,Nature Area,Y
653,M,N-CONFSTA-PARK,Lt. Wm. Tighe Triangle,M180,"Riverside Dr., Dyckman St. and Broadway",8034.03745674,382.107375285,Lt. Wm. Tighe Triangle,Triangle/Plaza,N
654,M,N-CONFSTA-PARK,Vladeck Park,M182,Madison St. To Water St. bet.ween Jackson St. and Gouverneur St.,35543.2875699,1447.35800258,Vladeck Park,Neighborhood Park,N
655,M,N-CONFSTA-PARK,Peter Minuit Playground,M183,Park Ave. bet.ween E 108 St. and E. 109 St.,36270.445295,763.987652757,Peter Minuit Playground,Jointly Operated Playground,N
656,M,N-CONFSTA-PARK,Park Avenue Malls,M060C,E. 59 St. To E. 97 St. and Park Ave.,201415.802716,18343.0765589,Park Avenue Malls,Mall,N
657,M,N-CONFSTA-PARK,Samuel N. Bennerson 2nd Playground,M184,"W. 64 St., bet.ween Amsterdam Ave. and West End Ave.",32142.7109501,723.705093008,Samuel N. Bennerson 2nd Playground,Neighborhood Park,N
658,M,Y-CONFSTA-PARK,Col. Young Playground,M186,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",289196.505683,2305.34367435,Col. Young Playground,Neighborhood Park,N
659,R,N-CONFSTA-PARK,Allison Pond Park,R052,"Prospect Ave., N Randall Ave. and Brentwood Ave.",404906.786164,3918.83172932,Allison Pond Park,Nature Area,N
660,X,N-CONFSTA-PARK,Strip,X148A1,Nelson Av bet. W 172 St and Cross Bronx Exwy,1378.41682255,552.929977587,Park,Strip,N
661,M,Y-CONFSTA-PLGD,Washington Square Park,M098,"5 Ave, Waverly Pl., W. 4 St. and Macdougal St.",424636.57108,2790.96143894,Washington Square Park,Neighborhood Park,N
662,Q,N-CONFSTA-PARK,Locust Grove,Q096A,N Conduit Av bet. 118 St and Lefferts Blvd,13729.9917057,821.710117537,Locust Grove Civic Triangle,Triangle/Plaza,N
663,Q,N-CONFSTA-PARK,Police Officer Edward Byrne Park,Q092,"N. Conduit Ave., 135 Ave. bet. 130 Pl. and 134 St.",205220.923036,2488.2917585,Police Officer Edward Byrne Park,Community Park,N
664,Q,N-CONFSTA-PARK,Southern Fields,Q096B,N Conduit Av-Belt Pkwy bet. 114 and 117 Sts,243650.311892,2543.23659475,Southern Fields,Recreation Field/Courts,N
665,B,Y-CONFSTA-PARK,City Line Park (IS 292),B141,Atlantic Ave. bet. Fountain Ave. and N. Conduit Ave.,263539.573552,3968.86669905,City Line Park,Jointly Operated Playground,N
666,Q,Y-CONFSTA-PARK,Vito Locascio Field / Loring Field,Q095,"N. Conduit Ave., 149 Ave., Cross Bay Blvd.",141931.680086,1889.94580055,Vito Locascio Field,Recreation Field/Courts,N
667,Q,N-CONFSTA-PARK,Southside Burial Ground,Q481,"Redding St, Albert Rd and 149th Av",10368.3986484,543.959598759,Southside Burial Ground,Cemetery,N
