ParkID,SiteName,Date,OverallCondition,OverallCleanliness,Glass,Graffiti,Litter,Weeds,Ice,Lawns,Trees,WaterBodies,HorticulturalAreas,AthleticFields,Trails,Benches,Fences,PavedSurfaces,PlayEquipment,SafetySurface,Sidewalks
B406_temp,PAERDEGAT HEALTH CLUB,9/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B407,South Oxford Park,4/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
B418,Valentino Pier,10/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B419,Sutter Ballfields,4/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
B429,Hope Ballfield,10/21/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B430,Lewis Playground,4/14/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B431-01,Brooklyn Bridge Park Playground,10/10/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable
B432,American Veterans Memorial Pier,3/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,Acceptable,,Acceptable,,,Acceptable
B536,North 5th Street Pier and Park,2/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B537,SITTING AREA,8/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
BR-01,Brownsville Recreation Center,2/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,,,Acceptable
BR-02,Fort Hamilton Senior Center,8/28/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Unacceptable,,,,,,,Acceptable,,,Acceptable
BR-03,Metropolitan Pool and Fitness Center,2/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,,Acceptable
BR-04,Red Hook Recreation Center,8/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BR-05,St John's Recreation Center,4/14/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BR-06,Sunset Park Recreation Center,10/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BR-07,Herbert Von King Cultural Arts Center,12/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Not Rated,Acceptable,Not Rated,Acceptable
BR-08,MCCARREN PLAY CENTER,8/28/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
BT01,184 Kent,3/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BT02,Northside Piers,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
BT03,Avenue U Lowes,4/25/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,,Acceptable,Acceptable,,,Acceptable
BT04,The Edge,12/31/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BT05,Oceana,9/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
BT06,Cropsey Ave Home Depot,1/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Not Rated,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BT07,Long Island College Hospital,2/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BT08,Shaeffer Brewery,9/3/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ01,Greenstreet,4/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,,Acceptable,,,,,Acceptable,,,Acceptable
BZ04,GREENSTREET,1/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ05,GREENSTREET,10/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ06,SHORE BLVD MALL,1/16/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Unacceptable,,,Acceptable,Acceptable,Acceptable,,Acceptable
BZ07,GREENSTREET,9/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ08,GREENSTREET,12/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ10,GREENSTREET,8/12/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ100,GREENSTREET,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Unacceptable,,,Not Rated,,Not Rated,Acceptable,Not Rated,Unacceptable,Not Rated,Acceptable
BZ102,GREENSTREET,8/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ103,GREENSTREET,4/21/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Unacceptable
BZ104,GREENSTREET,10/21/2013,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ105,GREENSTREET,12/16/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Unacceptable,Unacceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
BZ106,GREENSTREET,3/31/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Unacceptable,Acceptable,,,Acceptable,,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
BZ109,GREENSTREET,9/30/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ11,STEADMAN SQUARE,1/9/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ110,GREENSTREET,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ114,GREENSTREET,9/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ12,GREENSTREET,4/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ126,GREENSTREET,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
BZ128,GREENSTREET,1/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,Not Rated,,Not Rated,Acceptable,Not Rated,,,Acceptable
BZ129,GREENSTREET,7/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,Not Rated,,Acceptable,Acceptable,Unacceptable,,,Acceptable
BZ13,GREENSTREET,3/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Not Rated,Acceptable,Acceptable,Not Rated,Not Rated,Acceptable
BZ132,GREENSTREET,9/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ136,GREENSTREET,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ138,GREENSTREET,9/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
BZ140,GREENSTREET,1/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
BZ141,GREENSTREET,7/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Not Rated,,,Acceptable,Acceptable,Acceptable,,,
BZ142,GREENSTREET,1/27/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ143,GREENSTREET,7/31/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ15,GREENSTREET,3/21/2014,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ150,GREENSTREET,9/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ151,GREENSTREET,11/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ152,GREENSTREET,2/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Not Rated,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
BZ153,GREENSTREET,9/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable
BZ157,GREENSTREET,3/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
BZ158,Greenstreet,9/3/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
BZ159,GREENSTREET,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,,Not Rated,Not Rated,,,Not Rated
BZ16,GREENSTREET,8/19/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
BZ160,GREENSTREET,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,,,,,,Not Rated
BZ161,GREENSTREET,8/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,,,,,Acceptable
BZ162,GREENSTREET,10/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,Acceptable,,Acceptable,,,Acceptable
BZ164,GREENSTREET,4/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ166,Greenstreet,12/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable
BZ17,GREENSTREET,9/3/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ175,Greenstreet,4/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ176,GREENSTREET,12/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ177,GREENSTREET,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ18,GREENSTREET,10/4/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,,,,,Unacceptable,Unacceptable,Acceptable,Acceptable,,Acceptable
BZ19,GREENSTREET,1/27/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,,,Acceptable
BZ195,GREENSTREET,1/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ198,Willmohr Triangle,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ20,GREENSTREET,1/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,Acceptable,,Acceptable,,,Acceptable
BZ200,GREENSTREET,12/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ201,GREENSTREET,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ202,GREENSTREET,1/9/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,,Acceptable,,,,,,Acceptable,Acceptable,Unacceptable,,Acceptable
BZ203,GREENSTREET,8/23/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,,Acceptable,,,,,,Acceptable,Acceptable,Acceptable,,Acceptable
BZ207,GREENSTREET,2/7/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Acceptable,,Not Rated
BZ21,GREENSTREET,8/19/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ214,GREENSTREET,11/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ215,GREENSTREET,2/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
BZ217,GREENSTREET,10/4/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ218,GREENSTREET,3/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ219,GREENSTREET,10/1/2013,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ22,GREENSTREET,1/9/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable
BZ220,GREENSTREET,8/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
BZ221,GREENSTREET,11/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
BZ222,GREENSTREET,11/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ223,GREENSTREET,1/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ224,GREENSTREET,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ227,GREENSTREET,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ228,Greenstreet,10/1/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ23,GREENSTREET,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ230,GREENSTREET,11/25/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
BZ231,GREENSTREET,2/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Not Rated,,,Acceptable
BZ232,GREENSTREET,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
BZ233,Greenstreet,2/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Not Rated,,,Not Rated,,Not Rated,,,Not Rated
BZ235,GREENSTREET,11/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,Acceptable,,Acceptable,,,Acceptable
BZ236,GREENSTREET,1/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Not Rated,,,,,Not Rated,Acceptable,Acceptable,,,Acceptable
BZ237,GREENSTREET,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Not Rated,Acceptable,Not Rated,,,Acceptable
BZ238,GREENSTREET,4/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ239,GREENSTREET,10/28/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
BZ24,GREENSTREET,12/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,Acceptable
BZ240,GREENSTREET,4/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,Acceptable,Unacceptable,,,Acceptable
BZ241,GREENSTREET,10/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
BZ242,GREENSTREET,3/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
BZ243,GREENSTREET,9/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
BZ244,GREENSTREET,12/6/2013,Unacceptable,Acceptable,Acceptable,Unacceptable,Not Rated,,Acceptable,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
BZ245,GREENSTREET,8/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,,,Acceptable,,,Acceptable
BZ246,GREENSTREET,1/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Unacceptable,Not Rated,Not Rated
